V1,V2,V3
-122.806722689076,44.933110367893,178.662353515625
-122.773109243697,44.933110367893,204.852355957031
-122.739495798319,44.933110367893,234.682342529297
-122.705882352941,44.933110367893,311.562347412109
-122.672268907563,44.933110367893,372.382354736328
-122.638655462185,44.933110367893,484.93212890625
-122.605042016807,44.933110367893,562.612121582031
-122.571428571429,44.933110367893,628.232116699219
-122.53781512605,44.933110367893,628.242126464844
-122.504201680672,44.933110367893,705.622131347656
-122.470588235294,44.933110367893,825.662109375
-122.436974789916,44.933110367893,896.052124023438
-122.403361344538,44.933110367893,942.742126464844
-122.36974789916,44.933110367893,1026.51806640625
-122.336134453782,44.933110367893,702.668090820312
-122.302521008403,44.933110367893,800.988098144531
-122.268907563025,44.933110367893,969.138061523438
-122.235294117647,44.933110367893,1112.828125
-122.201680672269,44.933110367893,966.808044433594
-122.168067226891,44.933110367893,925.148071289062
-122.134453781513,44.933110367893,1030.36804199219
-122.100840336134,44.933110367893,1190.61315917969
-122.067226890756,44.933110367893,1179.85327148438
-122.033613445378,44.933110367893,1164.01318359375
-122,44.933110367893,882.643188476562
-126,44.8996655518395,-2833.76977539062
-125.966386554622,44.8996655518395,-2835.64965820312
-125.932773109244,44.8996655518395,-2828.27978515625
-125.899159663866,44.8996655518395,-2841.14965820312
-125.865546218487,44.8996655518395,-2845.21166992188
-125.831932773109,44.8996655518395,-2836.35180664062
-125.798319327731,44.8996655518395,-2826.25170898438
-125.764705882353,44.8996655518395,-2821.10180664062
-125.731092436975,44.8996655518395,-2816.27172851562
-125.697478991597,44.8996655518395,-2802.9716796875
-125.663865546218,44.8996655518395,-2790.61181640625
-125.63025210084,44.8996655518395,-2781.931640625
-125.596638655462,44.8996655518395,-2774.81225585938
-125.563025210084,44.8996655518395,-2776.63232421875
-125.529411764706,44.8996655518395,-2791.93237304688
-125.495798319328,44.8996655518395,-2796.29223632812
-125.46218487395,44.8996655518395,-2800.38232421875
-125.428571428571,44.8996655518395,-2776.04223632812
-125.394957983193,44.8996655518395,-2692.37231445312
-125.361344537815,44.8996655518395,-2491.09228515625
-125.327731092437,44.8996655518395,-2054.984375
-125.294117647059,44.8996655518395,-2060.72436523438
-125.260504201681,44.8996655518395,-1762.83435058594
-125.226890756303,44.8996655518395,-1557.67431640625
-125.193277310924,44.8996655518395,-1555.67431640625
-125.159663865546,44.8996655518395,-1658.63427734375
-125.126050420168,44.8996655518395,-1477.80432128906
-125.09243697479,44.8996655518395,-1305.154296875
-125.058823529412,44.8996655518395,-1071.46044921875
-125.025210084034,44.8996655518395,-905.930480957031
-124.991596638655,44.8996655518395,-799.00048828125
-124.957983193277,44.8996655518395,-635.800476074219
-124.924369747899,44.8996655518395,-444.910461425781
-124.890756302521,44.8996655518395,-433.98046875
-124.857142857143,44.8996655518395,-360.090454101562
-124.823529411765,44.8996655518395,-320.820465087891
-124.789915966387,44.8996655518395,-273.991638183594
-124.756302521008,44.8996655518395,-327.311645507812
-124.72268907563,44.8996655518395,-434.091644287109
-124.689075630252,44.8996655518395,-362.031646728516
-124.655462184874,44.8996655518395,-361.741638183594
-124.621848739496,44.8996655518395,-398.421630859375
-124.588235294118,44.8996655518395,-372.891632080078
